0 -0.787265 0.00523954
1 -0.782476 0.00554374
2 -0.781863 0.00469309
3 -0.783335 0.00440791
4 -0.786082 0.00546635
5 -0.784138 0.00601374
6 -0.785754 0.00478251
7 -0.785683 0.00579656
8 -0.78331 0.00560822
9 -0.781977 0.00527313
10 -0.776647 0.00369388
11 -0.776078 0.00420046
12 -0.775876 0.00535067
13 -0.766754 0.0064704
14 -0.772614 0.00653932
15 -0.773805 0.00711773
16 -0.775683 0.00613018
17 -0.775763 0.00529713
18 -0.776215 0.00448803
19 -0.780364 0.00463127
20 -0.783265 0.00481525
21 -0.783457 0.00422151
22 -0.783457 0.00430178
23 -0.779525 0.0051279
24 -0.777348 0.00480928
25 -0.776793 0.00448292
26 -0.778041 0.0035074
27 -0.778948 0.0035177
28 -0.78041 0.00440365
29 -0.780782 0.00359967
30 -0.778127 0.00361028
31 -0.777232 0.00342429
32 -0.78365 0.00361462
33 -0.781454 0.00312623
34 -0.779767 0.004049
35 -0.780211 0.00361678
36 -0.783086 0.00406443
37 -0.782849 0.0045963
38 -0.78395 0.00417273
39 -0.783223 0.00430883
40 -0.784909 0.00400619
41 -0.786648 0.00461655
42 -0.786884 0.00382846
43 -0.785417 0.00436016
44 -0.784831 0.00427671
45 -0.783874 0.00432465
46 -0.784602 0.00454246
47 -0.782398 0.00352163
48 -0.780889 0.00414593
49 -0.778393 0.00452552
50 -0.7776 0.00469652
51 -0.780431 0.00516603
52 -0.783734 0.00381382
53 -0.782008 0.00315796
54 -0.785433 0.00281814
55 -0.786054 0.00367089
56 -0.78509 0.00405703
57 -0.788312 0.00299109
58 -0.785093 0.0042214
59 -0.784885 0.0031519
60 -0.785005 0.00372388
61 -0.785281 0.00372542
62 -0.784382 0.00423274
63 -0.781759 0.00405634
64 -0.777093 0.00380587
65 -0.778112 0.00377162
66 -0.781567 0.00337802
67 -0.781791 0.00281141
68 -0.781597 0.00364543
69 -0.775081 0.00352796
70 -0.775452 0.00344447
71 -0.776335 0.00342264
72 -0.775637 0.00330023
73 -0.7766 0.00358237
74 -0.773675 0.00353585
75 -0.775935 0.0037122
76 -0.775135 0.00412627
77 -0.778719 0.00406268
78 -0.779205 0.004957
79 -0.779707 0.0043417
80 -0.784633 0.00484711
81 -0.78295 0.00405488
82 -0.787192 0.00424499
83 -0.785702 0.00389986
84 -0.785702 0.00366307
85 -0.780192 0.00443138
86 -0.779737 0.00324727
87 -0.77974 0.00334562
88 -0.777158 0.00333185
89 -0.778725 0.00360086
90 -0.778683 0.00383318
91 -0.779326 0.00373381
92 -0.779406 0.00406231
93 -0.779116 0.00427933
94 -0.77841 0.00382285
95 -0.77772 0.00394395
96 -0.779435 0.00314822
97 -0.779403 0.00288997
98 -0.777741 0.00271871
99 -0.778567 0.0033894
100 -0.777148 0.00341695
101 -0.77452 0.00377192
102 -0.772868 0.00401043
103 -0.77272 0.00430767
104 -0.774642 0.00401826
105 -0.774539 0.00339289
106 -0.778699 0.0039791
107 -0.774494 0.00341944
108 -0.777148 0.00344261
109 -0.77735 0.00443174
110 -0.777411 0.00457598
111 -0.778719 0.00351676
112 -0.77882 0.00314947
113 -0.776642 0.00242987
114 -0.781144 0.00236316
115 -0.781786 0.00304061
116 -0.782627 0.00293812
117 -0.782899 0.00294387
118 -0.783049 0.00352829
119 -0.781618 0.00384267
120 -0.781648 0.00351003
121 -0.784065 0.0039427
122 -0.781217 0.0040373
123 -0.778862 0.0032881
124 -0.778582 0.00315445
125 -0.782746 0.00325943
126 -0.78207 0.00296024
127 -0.782018 0.00286378
128 -0.780844 0.00267463
129 -0.778816 0.00281513
130 -0.780128 0.00310324
131 -0.777949 0.00254313
132 -0.780589 0.0033392
133 -0.77796 0.00286092
134 -0.777353 0.00320587
135 -0.775226 0.0031963
136 -0.774901 0.00354807
137 -0.774838 0.00400155
138 -0.777546 0.00326514
139 -0.777227 0.002697
140 -0.776101 0.00326348
141 -0.776288 0.00328882
142 -0.775918 0.00366184
143 -0.776078 0.00355878
144 -0.774833 0.00391107
145 -0.77534 0.00333432
146 -0.775299 0.00398856
147 -0.778142 0.00353304
148 -0.774752 0.00340688
149 -0.774874 0.00365868
150 -0.775149 0.00369887
151 -0.776189 0.00367333
152 -0.778606 0.00400653
153 -0.777199 0.00339474
154 -0.77922 0.00289139
155 -0.777109 0.00284926
156 -0.777843 0.00296339
157 -0.777945 0.00327644
158 -0.776436 0.00285717
159 -0.781161 0.00351555
160 -0.781245 0.0036229
161 -0.781301 0.0037871
162 -0.776432 0.00357716
163 -0.778252 0.00357291
164 -0.778453 0.00364618
165 -0.780326 0.00338951
166 -0.781686 0.00378394
167 -0.780895 0.00363243
168 -0.7799 0.00335932
169 -0.776772 0.00375234
170 -0.777088 0.00390532
171 -0.777052 0.00392217
172 -0.778691 0.00333841
173 -0.775143 0.00337699
174 -0.775181 0.0031252
175 -0.776981 0.00329523
176 -0.775637 0.0030335
177 -0.777136 0.00372708
178 -0.777173 0.00289854
179 -0.778986 0.00239119
180 -0.780799 0.00311704
181 -0.779485 0.00334758
182 -0.77856 0.0029496
183 -0.778502 0.00265971
184 -0.776021 0.00223876
185 -0.777836 0.00230338
186 -0.777164 0.00257131
187 -0.776342 0.0030074
188 -0.772814 0.00210264
189 -0.77621 0.00265517
190 -0.775308 0.00363606
191 -0.775763 0.00396083
192 -0.780153 0.00279126
193 -0.777933 0.00347666
194 -0.777983 0.00253423
195 -0.775046 0.00271119
196 -0.775219 0.00234023
197 -0.773512 0.00316437
198 -0.774442 0.00324946
199 -0.772503 0.00322197
200 -0.774499 0.00339599
201 -0.778782 0.00306927
202 -0.778573 0.00295617
203 -0.782297 0.00306681
204 -0.778648 0.00332741
205 -0.777887 0.00311453
206 -0.776784 0.00342273
207 -0.781353 0.00363281
208 -0.78095 0.00440568
209 -0.780185 0.00405008
210 -0.781751 0.00454763
