1    24.7295
0.999    12.6706
0.998    28.0042
0.997    16.9528
0.996    29.6828
0.995    28.0717
0.994    25.4047
0.993    25.652
0.992    22.8654
0.991    19.6811
0.99    19.4835
0.989    22.2855
0.988    21.3563
0.987    27.8104
0.986    14.0468
0.985    23.7243
0.984    15.6461
0.983    25.3476
0.982    20.8697
0.981    17.9809
0.98    15.5374
0.979    24.6282
0.978    27.1564
0.977    18.2941
0.976    29.0539
0.975    23.0998
0.974    20.4039
0.973    14.9823
0.972    22.0976
0.971    18.4761
0.97    26.9729
0.969    27.181
0.968    20.9792
0.967    18.0871
0.966    20.0562
0.965    29.9957
0.964    19.0888
0.963    25.1703
0.962    26.5608
0.961    21.5499
0.96    20.4242
0.959    13.8397
0.958    18.8317
0.957    15.7316
0.956    22.0829
0.955    16.1473
0.954    24.638
0.953    18.3147
0.952    16.1064
0.951    25.3527
0.950001    15.2344
0.949001    11.5818
0.948001    25.18
0.947001    23.3346
0.946001    17.4227
0.945001    18.5248
0.944001    22.8194
0.943001    24.2997
0.942001    19.5596
0.941001    37.3087
0.940001    15.8722
0.939001    25.7824
0.938001    22.4307
0.937001    12.7432
0.936001    23.1167
0.935001    19.1741
0.934001    20.4168
0.933001    15.4234
0.932001    24.5382
0.931001    18.3373
0.930001    21.8605
0.929001    22.9622
0.928001    18.0789
0.927001    26.8879
0.926001    15.5526
0.925001    21.3654
0.924001    17.4261
0.923001    20.9472
0.922001    17.5787
0.921001    15.2314
0.920001    23.2712
0.919001    18.9313
0.918001    20.7391
0.917001    13.447
0.916001    26.0161
0.915001    25.5314
0.914001    22.0361
0.913001    18.7888
0.912001    27.6551
0.911001    24.2526
0.910001    16.7201
0.909001    23.1254
0.908001    15.1634
0.907001    17.0525
0.906001    27.2719
0.905001    18.2727
0.904001    13.3253
0.903001    14.4592
0.902001    20.4061
0.901001    17.9462
0.900001    11.6637
0.899001    18.4371
0.898001    14.9
0.897001    21.1603
0.896001    15.1498
0.895001    20.7065
0.894001    20.9873
0.893001    19.5325
0.892001    13.2134
0.891001    12.1793
0.890001    16.4165
0.889001    15.5547
0.888001    16.6283
0.887001    30.0509
0.886001    23.655
0.885001    9.59201
0.884001    19.338
0.883001    25.2181
0.882001    17.7827
0.881001    10.6443
0.880001    23.1751
0.879001    18.8603
0.878001    23.4166
0.877001    18.22
0.876001    19.2514
0.875001    14.6839
0.874001    13.1249
0.873001    26.2955
0.872001    18.8801
0.871001    24.3929
0.870001    17.904
0.869001    15.8088
0.868001    23.8628
0.867001    12.7304
0.866001    17.3163
0.865001    18.3024
0.864001    18.0594
0.863001    12.4885
0.862001    19.6338
0.861001    19.421
0.860001    22.5615
0.859001    18.1471
0.858001    11.2681
0.857001    12.6913
0.856001    17.3114
0.855001    15.1679
0.854001    14.3239
0.853001    14.8716
0.852001    16.3357
0.851001    22.0912
0.850001    24.7978
0.849002    22.0896
0.848002    15.2505
0.847002    17.0966
0.846002    24.0392
0.845002    19.8962
0.844002    19.3067
0.843002    27.61
0.842002    19.1552
0.841002    12.3187
0.840002    22.1672
0.839002    14.9553
0.838002    14.693
0.837002    22.4819
0.836002    21.3363
0.835002    22.2158
0.834002    20.9511
0.833002    19.8911
0.832002    14.8397
0.831002    13.1397
0.830002    15.4462
0.829002    13.6134
0.828002    15.8557
0.827002    12.209
0.826002    14.7933
0.825002    23.6192
0.824002    21.1898
0.823002    17.2215
0.822002    23.0628
0.821002    17.2983
0.820002    16.0353
0.819002    26.3146
0.818002    19.8666
0.817002    14.7298
0.816002    17.3889
0.815002    18.4617
0.814002    16.1202
0.813002    18.1657
0.812002    17.25
0.811002    15.3388
0.810002    15.2446
0.809002    12.5377
0.808002    14.22
0.807002    19.6141
0.806002    16.1599
0.805002    19.3586
0.804002    11.7501
0.803002    12.3031
0.802002    12.1899
0.801002    21.8345
0.800002    22.197
0.799002    15.8146
0.798002    14.7081
0.797002    15.8116
0.796002    14.5129
0.795002    8.66606
0.794002    24.544
0.793002    23.2545
0.792002    16.4894
0.791002    17.9274
0.790002    15.0484
0.789002    17.8743
0.788002    13.3011
0.787002    18.5451
0.786002    14.9181
0.785002    10.5053
0.784002    20.8897
0.783002    16.9267
0.782002    17.8872
0.781002    14.8492
0.780002    13.2098
0.779002    12.8358
0.778002    12.8466
0.777002    24.157
0.776002    17.5273
0.775002    25.3189
0.774002    16.5797
0.773002    15.9023
0.772002    16.976
0.771002    18.5403
0.770002    10.0028
0.769002    14.6791
0.768002    19.0946
0.767002    14.962
0.766002    18.0972
0.765002    21.8732
0.764002    13.8917
0.763002    26.3121
0.762002    20.8521
0.761002    17.4357
0.760002    16.5157
0.759002    12.986
0.758002    15.2064
0.757002    16.2543
0.756002    18.8494
0.755002    16.0333
0.754002    8.2641
0.753002    21.6611
0.752002    22.7946
0.751002    18.8252
0.750003    16.0225
0.749003    14.2795
0.748003    10.954
0.747003    19.4243
0.746003    18.392
0.745003    12.0072
0.744003    15.9278
0.743003    18.7986
0.742003    14.3828
0.741003    17.2279
0.740003    15.1579
0.739003    9.82411
0.738003    15.5885
0.737003    18.3499
0.736003    18.8301
0.735003    12.1757
0.734003    12.2843
0.733003    18.69
0.732003    11.0413
0.731003    17.5805
0.730003    14.527
0.729003    14.4336
0.728003    13.1039
0.727003    13.0029
0.726003    17.7728
0.725003    15.8094
0.724003    8.96706
0.723003    18.0389
0.722003    14.6417
0.721003    11.9023
0.720003    14.5407
0.719003    19.5309
0.718003    16.1475
0.717003    17.6897
0.716003    17.7102
0.715003    13.4785
0.714003    20.0075
0.713003    18.102
0.712003    15.742
0.711003    17.9621
0.710003    13.8834
0.709003    18.1656
0.708003    10.2185
0.707003    14.323
0.706003    17.8099
0.705003    17.7085
0.704003    13.4618
0.703003    15.6402
0.702003    15.2689
0.701003    13.0565
0.700003    12.4018
0.699003    17.2043
