100     400     6.48278
100     450     6.48278
100     500     6.48278
100     550     6.36092
100     600     6.31728
100     650     6.31728
100     700     6.31728
100     750     6.31728
100     800     6.31728
100     850     6.31728
110     400     5.55838
110     450     5.55838
110     500     5.52563
110     550     5.52563
110     600     5.52563
110     650     5.52563
110     700     5.52563
110     750     5.52563
110     800     5.52563
110     850     5.52563
120     400     6.53782
120     450     6.53782
120     500     6.53782
120     550     6.53782
120     600     6.53782
120     650     6.53782
120     700     6.53782
120     750     6.53782
120     800     6.53782
120     850     6.53782
130     400     5.78419
130     450     5.78419
130     500     5.78419
130     550     5.78419
130     600     5.78419
130     650     5.78419
130     700     5.78419
130     750     5.78419
130     800     5.78419
130     850     5.78419
140     400     5.61976
140     450     5.61976
140     500     5.61976
140     550     5.61976
140     600     5.61976
140     650     5.61976
140     700     5.61976
140     750     5.61976
140     800     5.61976
140     850     5.61976
150     400     6.61497
150     450     6.61497
150     500     6.61497
150     550     6.61497
150     600     6.61497
150     650     6.61497
150     700     6.61497
150     750     6.61497
150     800     6.61497
150     850     6.61497
160     400     7.28871
160     450     7.28871
160     500     7.28871
160     550     6.34114
160     600     6.34114
160     650     6.34114
160     700     6.34114
160     750     6.34114
160     800     6.34114
160     850     6.34114
170     400     5.61325
170     450     5.61325
170     500     5.61325
170     550     5.61325
170     600     5.61325
170     650     5.61325
170     700     5.61325
170     750     5.61325
170     800     5.61325
170     850     5.61325
180     400     4.47168
180     450     4.47168
180     500     4.47168
180     550     4.47168
180     600     4.47168
180     650     4.47168
180     700     4.47168
180     750     4.47168
180     800     4.47168
180     850     4.47168
190     400     5.28019
190     450     5.28019
190     500     5.28019
190     550     5.28019
190     600     5.28019
190     650     5.28019
190     700     5.28019
190     750     5.28019
190     800     5.28019
190     850     5.28019
200     400     5.84244
200     450     5.84244
200     500     5.84244
200     550     5.84244
200     600     5.84244
200     650     5.84244
200     700     5.84244
200     750     5.84244
200     800     5.84244
200     850     5.84244
210     400     5.97027
210     450     5.97027
210     500     5.97027
210     550     5.97027
210     600     5.84867
210     650     5.84867
210     700     5.75492
210     750     5.75492
210     800     5.75492
210     850     5.75492
220     400     5.25958
220     450     5.25958
220     500     5.25958
220     550     5.25958
220     600     5.25958
220     650     5.25958
220     700     5.25958
220     750     5.25958
220     800     5.25958
220     850     5.25958
230     400     5.67657
230     450     5.67657
230     500     5.67657
230     550     5.67657
230     600     5.67657
230     650     5.67657
230     700     5.67657
230     750     5.67657
230     800     5.67657
230     850     5.67657
240     400     6.02676
240     450     6.02676
240     500     6.02676
240     550     6.02676
240     600     6.02676
240     650     6.02676
240     700     6.02676
240     750     6.02676
240     800     6.02676
240     850     6.02676
250     400     5.78476
250     450     5.78476
250     500     5.78476
250     550     5.78476
250     600     5.78476
250     650     5.78476
250     700     5.78476
250     750     5.78476
250     800     5.78476
250     850     5.78476
260     400     6.01441
260     450     5.99508
260     500     5.99508
260     550     5.99508
260     600     5.99508
260     650     5.99508
260     700     5.99508
260     750     5.99508
260     800     5.99508
260     850     5.99508
270     400     4.70144
270     450     4.70144
270     500     4.70144
270     550     4.70144
270     600     4.70144
270     650     4.70144
270     700     4.70144
270     750     4.70144
270     800     4.70144
270     850     4.70144
280     400     5.96341
280     450     5.75339
280     500     5.72647
280     550     5.72647
280     600     5.72647
280     650     5.72647
280     700     5.72647
280     750     5.72647
280     800     5.72647
280     850     5.72647
290     400     5.6193
290     450     5.6193
290     500     5.6193
290     550     5.6193
290     600     5.6193
290     650     5.6193
290     700     5.6193
290     750     5.6193
290     800     5.6193
290     850     5.6193
