1    24.7085
0.999    24.7955
0.998    21.3808
0.997    18.7284
0.996    21.0367
0.995    24.8206
0.994    18.8236
0.993    26.8233
0.992    25.3219
0.991    24.9568
0.99    24.8901
0.989    20.578
0.988    18.1348
0.987    30.2231
0.986    25.7884
0.985    21.0308
0.984    25.7881
0.983    25.1217
0.982    27.26
0.981    28.1773
0.98    18.5468
0.979    29.617
0.978    21.7588
0.977    16.6073
0.976    25.5123
0.975    23.6419
0.974    28.5737
0.973    31.4877
0.972    29.234
0.971    20.2605
0.97    21.4405
0.969    19.0039
0.968    26.6836
0.967    24.6921
0.966    18.4452
0.965    19.8777
0.964    25.2492
0.963    18.6537
0.962    19.6811
0.961    23.2056
0.96    38.1049
0.959    17.9399
0.958    17.1368
0.957    23.5318
0.956    25.2559
0.955    23.1657
0.954    22.1807
0.953    28.3065
0.952    22.7202
0.951    31.6479
0.950001    19.0483
0.949001    22.7627
0.948001    25.4863
0.947001    17.2661
0.946001    27.9005
0.945001    29.9608
0.944001    18.3434
0.943001    18.3832
0.942001    20.2403
0.941001    21.0597
0.940001    26.8431
0.939001    26.0203
0.938001    19.6639
0.937001    16.7833
0.936001    19.5467
0.935001    25.6811
0.934001    27.707
0.933001    30.2059
0.932001    17.4794
0.931001    19.6829
0.930001    26.2547
0.929001    24.1483
0.928001    28.8348
0.927001    24.6802
0.926001    17.0063
0.925001    19.8719
0.924001    19.3007
0.923001    24.2675
0.922001    21.8021
0.921001    26.3193
0.920001    23.0364
0.919001    24.3454
0.918001    25.8681
0.917001    19.0396
0.916001    28.4962
0.915001    24.7176
0.914001    19.2412
0.913001    19.2027
0.912001    17.8197
0.911001    19.5378
0.910001    21.5656
0.909001    20.2576
0.908001    28.3876
0.907001    25.2725
0.906001    27.5476
0.905001    17.6408
0.904001    18.8744
0.903001    25.24
0.902001    19.978
0.901001    28.252
0.900001    25.0879
0.899001    21.3491
0.898001    20.5452
0.897001    24.4829
0.896001    21.5692
0.895001    18.8252
0.894001    16.8741
0.893001    21.7796
0.892001    18.1464
0.891001    23.1806
0.890001    22.526
0.889001    20.0222
0.888001    19.7342
0.887001    19.2972
0.886001    21.4333
0.885001    19.0254
0.884001    15.2076
0.883001    20.2772
0.882001    17.3319
0.881001    22.1782
0.880001    19.8242
0.879001    13.8679
0.878001    19.8875
0.877001    25.3076
0.876001    21.9556
0.875001    22.9478
0.874001    18.0964
0.873001    20.7387
0.872001    22.2338
0.871001    32.2192
0.870001    21.0148
0.869001    17.8855
0.868001    20.9258
0.867001    20.9614
0.866001    24.8046
0.865001    19.7911
0.864001    22.8145
0.863001    19.0001
0.862001    23.3234
0.861001    17.7779
0.860001    25.1527
0.859001    18.6076
0.858001    16.8763
0.857001    29.4335
0.856001    22.1078
0.855001    21.7576
0.854001    16.3369
0.853001    22.8323
0.852001    20.0256
0.851001    28.1138
0.850001    21.3953
0.849002    16.3863
0.848002    16.6792
0.847002    26.3096
0.846002    24.0573
0.845002    18.6636
0.844002    16.5869
0.843002    19.5551
0.842002    19.4726
0.841002    20.5152
0.840002    22.2057
0.839002    19.8426
0.838002    23.3422
0.837002    21.1359
0.836002    23.4985
0.835002    17.0735
0.834002    20.2274
0.833002    21.4607
0.832002    19.6441
0.831002    26.0628
0.830002    18.1684
0.829002    17.9642
0.828002    23.5338
0.827002    15.3129
0.826002    22.0344
0.825002    19.3091
0.824002    24.6602
0.823002    18.6758
0.822002    26.3271
0.821002    24.6805
0.820002    16.2137
0.819002    18.4085
0.818002    17.9042
0.817002    15.3159
0.816002    15.02
0.815002    14.441
0.814002    17.9486
0.813002    16.4352
0.812002    20.5427
0.811002    19.4543
0.810002    11.8202
0.809002    18.916
0.808002    16.6403
0.807002    19.2328
0.806002    13.0439
0.805002    21.247
0.804002    18.5577
0.803002    17.722
0.802002    21.7949
